,id,sys_end_time,city,city_code,time_of_arrival,geo_location,location_address,location_type,Index1,time,parit,teorshlilihiyuvi,teortext,gender,age,point_type
19,4,2021-07-08 15:29:42,מגדל העמק,874,14:00:00,"32.6797117,35.2372033",רחוב הראשונים - שוק,רחוב מסחרי,3,14:24:00,שקיות ניילון,שלילית,השלכה,זכר,70 ומעלה,רחוב מסחרי
20,4,2021-07-08 15:29:42,מגדל העמק,874,14:00:00,"32.6797117,35.2372033",רחוב הראשונים - שוק,רחוב מסחרי,4,14:35:00,חומר אורגני- קליפות 0וירקות רקובים,שלילית,השלכה בקרטון לעיד ערימת קרטונים,זכר,50-69,רחוב מסחרי
21,4,2021-07-08 15:29:42,מגדל העמק,874,14:00:00,"32.6797117,35.2372033",רחוב הראשונים - שוק,רחוב מסחרי,5,14:42:00,שקיות נילון,שלילית,השלכה,זכר,30-49,רחוב מסחרי
22,4,2021-07-08 15:29:42,מגדל העמק,874,14:00:00,"32.6797117,35.2372033",רחוב הראשונים - שוק,רחוב מסחרי,6,15:05:00,סיגריה,שלילית,השלכה,נקבה,50-69,רחוב מסחרי
23,5,2021-07-08 18:29:40,מגדל העמק,874,16:10:00,"32.6798417,35.2301833",רחוב בוסקילה פארק משחקים (שניים סמוכים),פנאי ונופש,1,16:12:00,צואת כלב,שלילית,לא אספה,נקבה,20-29,פנאי ונופש
24,5,2021-07-08 18:29:40,מגדל העמק,874,16:10:00,"32.6798417,35.2301833",רחוב בוסקילה פארק משחקים (שניים סמוכים),פנאי ונופש,2,16:33:00,עטיפת חטיף,חיובית,לפח,זכר,30-49,פנאי ונופש
25,5,2021-07-08 18:29:40,מגדל העמק,874,16:10:00,"32.6798417,35.2301833",רחוב בוסקילה פארק משחקים (שניים סמוכים),פנאי ונופש,3,16:36:00,צואת כלב,שלילית,לא אסף,זכר,30-49,פנאי ונופש
26,5,2021-07-08 18:29:40,מגדל העמק,874,16:10:00,"32.6798417,35.2301833",רחוב בוסקילה פארק משחקים (שניים סמוכים),פנאי ונופש,4,17:15:00,צואת כלב,שלילית,לא אספה,נקבה,20-29,פנאי ונופש
27,6,2021-07-08 20:25:47,מגדל העמק,874,18:38:00,"32.6774578,35.2403528",פארק הראשונים - פנאי ונופש,פנאי ונופש,1,18:51:00,נייר,שלילית,השלכה,זכר,5-9,פנאי ונופש
28,6,2021-07-08 20:25:47,מגדל העמק,874,18:38:00,"32.6774578,35.2403528",פארק הראשונים - פנאי ונופש,פנאי ונופש,2,18:54:00,שקית מזון,חיובית,השלכה לפח,זכר,10-19,פנאי ונופש
29,6,2021-07-08 20:25:47,מגדל העמק,874,18:38:00,"32.6774578,35.2403528",פארק הראשונים - פנאי ונופש,פנאי ונופש,3,18:57:00,סיגריה,שלילית,השלכה לאדמה,זכר,30-49,פנאי ונופש
30,6,2021-07-08 20:25:47,מגדל העמק,874,18:38:00,"32.6774578,35.2403528",פארק הראשונים - פנאי ונופש,פנאי ונופש,4,19:07:00,כוס חד פעמית,שלילית,השלכה,נקבה,10-19,פנאי ונופש
31,6,2021-07-08 20:25:47,מגדל העמק,874,18:38:00,"32.6774578,35.2403528",פארק הראשונים - פנאי ונופש,פנאי ונופש,5,19:30:00,סיגריה,שלילית,השלכה לאדמה,זכר,20-29,פנאי ונופש
32,6,2021-07-08 20:25:47,מגדל העמק,874,18:38:00,"32.6774578,35.2403528",פארק הראשונים - פנאי ונופש,פנאי ונופש,6,19:40:00,קליפות גרעינים,שלילית,השלכה מתחת לספסל,נקבה,50-69,פנאי ונופש
33,7,2021-07-11 10:25:59,מגדל העמק,874,07:30:00,"32.6754167,35.2325303",רחוב עובדיה יוסף,רחוב מגורים,1,07:30:00,שקית אשפה,שלילית,השלכה על מכולה,נקבה,10-19,רחוב מגורים
34,7,2021-07-11 10:25:59,מגדל העמק,874,07:30:00,"32.6754167,35.2325303",רחוב עובדיה יוסף,רחוב מגורים,2,07:37:00,חתיכת ברזל,שלילית,השלכה,זכר,5-9,רחוב מגורים
35,7,2021-07-11 10:25:59,מגדל העמק,874,07:30:00,"32.6754167,35.2325303",רחוב עובדיה יוסף,רחוב מגורים,3,08:02:00,שקית אשפה,שלילית,השלכה על מכולה,זכר,30-49,רחוב מגורים
36,7,2021-07-11 10:25:59,מגדל העמק,874,07:30:00,"32.6754167,35.2325303",רחוב עובדיה יוסף,רחוב מגורים,4,08:37:00,בדל סיגריה,שלילית,השלכה במדרכה,זכר,30-49,רחוב מגורים
37,7,2021-07-11 10:25:59,מגדל העמק,874,07:30:00,"32.6754167,35.2325303",רחוב עובדיה יוסף,רחוב מגורים,5,01:00:00,א,חיובית,א,זכר,5-9,רחוב מגורים
38,7,2021-07-11 10:25:59,מגדל העמק,874,07:30:00,"32.6754167,35.2325303",רחוב עובדיה יוסף,רחוב מגורים,6,01:00:00,א,חיובית,א,נקבה,5-9,רחוב מגורים
39,7,2021-07-11 10:25:59,מגדל העמק,874,07:30:00,"32.6754167,35.2325303",רחוב עובדיה יוסף,רחוב מגורים,7,01:00:00,א,חיובית,א,נקבה,5-9,רחוב מגורים
40,7,2021-07-11 10:25:59,מגדל העמק,874,07:30:00,"32.6754167,35.2325303",רחוב עובדיה יוסף,רחוב מגורים,8,01:00:00,א,חיובית,א,נקבה,5-9,רחוב מגורים
41,7,2021-07-11 10:25:59,מגדל העמק,874,07:30:00,"32.6754167,35.2325303",רחוב עובדיה יוסף,רחוב מגורים,9,01:00:00,א,חיובית,א,נקבה,5-9,רחוב מגורים
42,8,2021-07-11 12:04:09,מגדל העמק,874,10:30:00,,אושר עד,אזור תעשייה,1,10:35:00,קרטון,חיובית,השלכה לפח,זכר,30-49,אזור תעשייה
43,8,2021-07-11 12:04:09,מגדל העמק,874,10:30:00,,אושר עד,אזור תעשייה,2,10:41:00,בדל,שלילית,השלכה לכביש,זכר,50-69,אזור תעשייה
44,8,2021-07-11 12:04:09,מגדל העמק,874,10:30:00,,אושר עד,אזור תעשייה,3,11:00:00,מקל ארטיק,שלילית,זריקה במדרכה,זכר,10-19,אזור תעשייה
45,8,2021-07-11 12:04:09,מגדל העמק,874,10:30:00,,אושר עד,אזור תעשייה,4,11:24:00,עטיפת מזון,חיובית,זריקה לפח,זכר,30-49,אזור תעשייה
46,8,2021-07-11 12:04:09,מגדל העמק,874,10:30:00,,אושר עד,אזור תעשייה,5,11:27:00,נייר,שלילית,השלכה בכניסה,נקבה,30-49,אזור תעשייה
47,8,2021-07-11 12:04:09,מגדל העמק,874,10:30:00,,אושר עד,אזור תעשייה,6,11:33:00,מסיכה,חיובית,זריקה לפח,זכר,30-49,אזור תעשייה
48,8,2021-07-11 12:04:09,מגדל העמק,874,10:30:00,,אושר עד,אזור תעשייה,7,11:34:00,כוס שתייה קרה,שלילית,השלכה בעגלה,נקבה,30-49,אזור תעשייה
49,9,2021-07-11 14:07:32,מגדל העמק,874,10:57:00,"32.682085,35.2372703",סביב מבנה ביטוח לאומי,מרכז מסחרי,1,11:03:00,סיגריה,שלילית,השלכה על האדמה,זכר,50-69,מרכז מסחרי
50,9,2021-07-11 14:07:32,מגדל העמק,874,10:57:00,"32.682085,35.2372703",סביב מבנה ביטוח לאומי,מרכז מסחרי,2,11:12:00,כרטיס נייר,שלילית,השלכה על הנדרכה,זכר,30-49,מרכז מסחרי
51,9,2021-07-11 14:07:32,מגדל העמק,874,10:57:00,"32.682085,35.2372703",סביב מבנה ביטוח לאומי,מרכז מסחרי,3,11:40:00,סיגריה,שלילית,השלכה על המדרכה,זכר,20-29,מרכז מסחרי
52,9,2021-07-11 14:07:32,מגדל העמק,874,10:57:00,"32.682085,35.2372703",סביב מבנה ביטוח לאומי,מרכז מסחרי,4,11:15:00,סיגריה,שלילית,השלכה על הנדרכה,זכר,50-69,מרכז מסחרי
53,13,2021-07-12 09:51:22,מגדל העמק,874,07:20:00,"32.6748917,35.2397017",רחוב הורד אזור המקלט,רחוב מגורים,1,07:25:00,שקית אשפה,חיובית,זרק לפח,נקבה,50-69,רחוב מגורים
54,13,2021-07-12 09:51:22,מגדל העמק,874,07:20:00,"32.6748917,35.2397017",רחוב הורד אזור המקלט,רחוב מגורים,2,07:30:00,שקית נילון,חיובית,זרקה לפח,נקבה,30-49,רחוב מגורים
55,13,2021-07-12 09:51:22,מגדל העמק,874,07:20:00,"32.6748917,35.2397017",רחוב הורד אזור המקלט,רחוב מגורים,3,07:36:00,שאריות מזון,שלילית,השלכת אוכל לחתולי רחוב,נקבה,50-69,רחוב מגורים
56,13,2021-07-12 09:51:22,מגדל העמק,874,07:20:00,"32.6748917,35.2397017",רחוב הורד אזור המקלט,רחוב מגורים,4,07:59:00,סיגריה,שלילית,השלכה על הנדרכה,זכר,50-69,רחוב מגורים
57,13,2021-07-12 09:51:22,מגדל העמק,874,07:20:00,"32.6748917,35.2397017",רחוב הורד אזור המקלט,רחוב מגורים,5,08:21:00,צואת כלב,שלילית,צואת כלב לא נאספה על ידי הבעלים.,נקבה,50-69,רחוב מגורים
58,13,2021-07-12 09:51:22,מגדל העמק,874,07:20:00,"32.6748917,35.2397017",רחוב הורד אזור המקלט,רחוב מגורים,6,08:40:00,בדל סיגריה,שלילית,בדל הסיגריה הושלך על המדרכה.,זכר,30-49,רחוב מגורים
59,15,2021-07-12 12:13:01,רמלה,8500,10:26:00,"31.9238479,34.8596335",בן גוריון,רחוב מגורים,1,10:40:00,סיגריה,שלילית,אדם סיים לעשן סיגריה וזרק את הסוף ברחוב,זכר,20-29,רחוב מגורים
60,15,2021-07-12 12:13:01,רמלה,8500,10:26:00,"31.9238479,34.8596335",בן גוריון,רחוב מגורים,2,10:58:00,חבילת סגריות,שלילית,אדם עישן סיים חבילה וזרק אותה על הרצפה,זכר,30-49,רחוב מגורים
61,15,2021-07-12 12:13:01,רמלה,8500,10:26:00,"31.9238479,34.8596335",בן גוריון,רחוב מגורים,3,11:20:00,שקית שוקו,שלילית,ילד סיים שקית שוקו וזרק אותה לתוך אדנית מלאה בזבל,זכר,10-19,רחוב מגורים
62,15,2021-07-12 12:13:01,רמלה,8500,10:26:00,"31.9238479,34.8596335",בן גוריון,רחוב מגורים,4,11:41:00,עטיפת עוגיות,שלילית,כמה חברים ישבו עם חבילת עוגיות וכשסיימו היא נשארה על הספסל,זכר,10-19,רחוב מגורים
63,15,2021-07-12 12:13:01,רמלה,8500,10:26:00,"31.9238479,34.8596335",בן גוריון,רחוב מגורים,5,11:59:00,בקבוק,שלילית,אדם סיים לשתות בקבוק וזרק אותו ברחוב,זכר,20-29,רחוב מגורים
64,16,2021-07-12 11:34:46,מגדל העמק,874,08:56:00,"32.6755023,35.2397686",המרכז הישן/ עירייה,מרכז מסחרי,1,09:00:00,נייר,חיובית,הנייר נזרק לפח.,נקבה,30-49,מרכז מסחרי
65,16,2021-07-12 11:34:46,מגדל העמק,874,08:56:00,"32.6755023,35.2397686",המרכז הישן/ עירייה,מרכז מסחרי,2,09:03:00,בדל סיגריה,שלילית,בדל הסיגריה הושלך על המדרכה.,זכר,50-69,מרכז מסחרי
66,16,2021-07-12 11:34:46,מגדל העמק,874,08:56:00,"32.6755023,35.2397686",המרכז הישן/ עירייה,מרכז מסחרי,3,09:09:00,נייר,חיובית,הנייר נזרק לפח,נקבה,50-69,מרכז מסחרי
67,16,2021-07-12 11:34:46,מגדל העמק,874,08:56:00,"32.6755023,35.2397686",המרכז הישן/ עירייה,מרכז מסחרי,4,09:10:00,בדל סיגריה,שלילית,בדל הסיגריה הושלך למדרכה.,זכר,30-49,מרכז מסחרי
68,16,2021-07-12 11:34:46,מגדל העמק,874,08:56:00,"32.6755023,35.2397686",המרכז הישן/ עירייה,מרכז מסחרי,5,09:22:00,שקית אשפה,חיובית,נזרקה למכולה,זכר,30-49,מרכז מסחרי
69,16,2021-07-12 11:34:46,מגדל העמק,874,08:56:00,"32.6755023,35.2397686",המרכז הישן/ עירייה,מרכז מסחרי,6,09:32:00,נייר,חיובית,נזרק לפח,נקבה,50-69,מרכז מסחרי
70,16,2021-07-12 11:34:46,מגדל העמק,874,08:56:00,"32.6755023,35.2397686",המרכז הישן/ עירייה,מרכז מסחרי,7,09:34:00,בדל סיגריה,שלילית,הושלך למדרכה,נקבה,50-69,מרכז מסחרי
71,16,2021-07-12 11:34:46,מגדל העמק,874,08:56:00,"32.6755023,35.2397686",המרכז הישן/ עירייה,מרכז מסחרי,8,10:13:00,בדל סיגריה,שלילית,הושלך על המדרכה.,זכר,30-49,מרכז מסחרי
72,16,2021-07-12 11:34:46,מגדל העמק,874,08:56:00,"32.6755023,35.2397686",המרכז הישן/ עירייה,מרכז מסחרי,9,01:00:00,א,חיובית,א,זכר,5-9,מרכז מסחרי
73,16,2021-07-12 11:34:46,מגדל העמק,874,08:56:00,"32.6755023,35.2397686",המרכז הישן/ עירייה,מרכז מסחרי,10,01:00:00,א,חיובית,א,זכר,5-9,מרכז מסחרי
74,16,2021-07-12 11:34:46,מגדל העמק,874,08:56:00,"32.6755023,35.2397686",המרכז הישן/ עירייה,מרכז מסחרי,11,02:00:00,,חיובית,א,זכר,5-9,מרכז מסחרי
75,16,2021-07-12 11:34:46,מגדל העמק,874,08:56:00,"32.6755023,35.2397686",המרכז הישן/ עירייה,מרכז מסחרי,12,01:00:00,א,חיובית,א,זכר,5-9,מרכז מסחרי
76,16,2021-07-12 11:34:46,מגדל העמק,874,08:56:00,"32.6755023,35.2397686",המרכז הישן/ עירייה,מרכז מסחרי,13,02:00:00,א,חיובית,א,זכר,5-9,מרכז מסחרי
77,17,2021-07-12 14:22:37,רמלה,8500,12:56:00,"31.9281257,34.8611344",רחוב בן צבי,רחוב מגורים,1,13:07:00,שקית פלסטיק,שלילית,עפה למישהי שישבה על ספסל בגינה,נקבה,30-49,רחוב מגורים
78,17,2021-07-12 14:22:37,רמלה,8500,12:56:00,"31.9281257,34.8611344",רחוב בן צבי,רחוב מגורים,2,12:54:00,בדל סיגריה,שלילית,בעל מכולת עישן וזרק את הבדלים לרצפה,זכר,20-29,רחוב מגורים
79,17,2021-07-12 14:22:37,רמלה,8500,12:56:00,"31.9281257,34.8611344",רחוב בן צבי,רחוב מגורים,3,12:50:00,פקק של בקבוק בירה,שלילית,בעל מכולת פתח בקבוק בירה וזרק לרצפה את הפקק,זכר,20-29,רחוב מגורים
80,17,2021-07-12 14:22:37,רמלה,8500,12:56:00,"31.9281257,34.8611344",רחוב בן צבי,רחוב מגורים,4,13:01:00,קליפות של פיצוחים,שלילית,נערים פיצחו פיצוחים וזרקו את החליפות על הרצפה בגינה,זכר,10-19,רחוב מגורים
81,17,2021-07-12 14:22:37,רמלה,8500,12:56:00,"31.9281257,34.8611344",רחוב בן צבי,רחוב מגורים,5,13:20:00,פקק של בקבוק קולה,שלילית,אישה עזבה את הפקק של הבקבוק תוך כדי הליכה על המדרכה,נקבה,20-29,רחוב מגורים
82,17,2021-07-12 14:22:37,רמלה,8500,12:56:00,"31.9281257,34.8611344",רחוב בן צבי,רחוב מגורים,6,13:25:00,סיגריה,שלילית,גבר השליך את הסיגריה ליד הפח תוך כדי הליכה,זכר,30-49,רחוב מגורים
83,17,2021-07-12 14:22:37,רמלה,8500,12:56:00,"31.9281257,34.8611344",רחוב בן צבי,רחוב מגורים,7,12:55:00,טרופית,שלילית,אדם סיים לשתות טרופית ושסיים זרק את זה לערימה של זבל בצד הדרך,נקבה,10-19,רחוב מגורים
84,17,2021-07-12 14:22:37,רמלה,8500,12:56:00,"31.9281257,34.8611344",רחוב בן צבי,רחוב מגורים,8,01:00:00,עטיפה של ארטיק,שלילית,אדם פתח ארטיק וזרק את העטיפה לערמה של  זבל בצד הדרך,נקבה,10-19,רחוב מגורים
85,17,2021-07-12 14:22:37,רמלה,8500,12:56:00,"31.9281257,34.8611344",רחוב בן צבי,רחוב מגורים,9,13:40:00,כוס שתייה קרה,שלילית,אדם שתה וזרק את הכוס לערימה של זבל,זכר,10-19,רחוב מגורים
86,17,2021-07-12 14:22:37,רמלה,8500,12:56:00,"31.9281257,34.8611344",רחוב בן צבי,רחוב מגורים,10,01:07:00,בקבוק,שלילית,אדם סיים בקבוק שתיה וזרק אותו לערימה של זבל בצד הדרך,זכר,20-29,רחוב מגורים
87,17,2021-07-12 14:22:37,רמלה,8500,12:56:00,"31.9281257,34.8611344",רחוב בן צבי,רחוב מגורים,11,01:15:00,,חיובית,אדם סיים לשתות בקבוק וזרק אותו לפח,זכר,20-29,רחוב מגורים
88,17,2021-07-12 14:22:37,רמלה,8500,12:56:00,"31.9281257,34.8611344",רחוב בן צבי,רחוב מגורים,12,14:02:00,עתיפה סוכריה על מקל,שלילית,ילד קטן זרק בצד הדרך,זכר,5-9,רחוב מגורים
89,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,1,02:40:00,כוס ברד,שלילית,אדם סיים לשתות ברד וזרק את הכוס בתחנת אטובוס למרות שיש פח צמוד לתחנה,נקבה,10-19,רחוב מגורים
90,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,2,02:43:00,גללים של כלב,שלילית,הבעלים נותן לכלב לכלב לחרבן ולא מרים אחריו,זכר,20-29,רחוב מגורים
91,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,3,02:47:00,מסכת קורונה,שלילית,אדם ירד מאוטובוס והשליך את  המסכה ליד התחנה,זכר,10-19,רחוב מגורים
92,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,4,02:50:00,צלחת חד פעמית,שלילית,אדם השתמש והשליח באמצע הרחוב צלחת אפילו שהיה פח בסביבה,זכר,10-19,רחוב מגורים
93,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,5,02:51:00,עטיפה של סוכריה,שלילית,אדם אכל סוכריה והשליך את העטיפה באמצע הרחוב,נקבה,5-9,רחוב מגורים
94,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,6,02:55:00,פחית שתייה,חיובית,אדם שתה פחית וזרק לפח חיפש מקום לזרוק וכשראה שיש פח זרק בפח הקרוב,נקבה,20-29,רחוב מגורים
95,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,7,03:00:00,בקבוק פלסטיק,חיובית,אדם זרק בקבוק פלסטיק ריק לפח מיחזור,נקבה,50-69,רחוב מגורים
96,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,8,03:05:00,בריכת שחייה ביתית,שלילית,הבריכה הייתה מנופחת ולכן הניחו אותה באמצע הרחוב יחסית קרוב לפח תת קרקעי,זכר,30-49,רחוב מגורים
97,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,9,03:14:00,ממרח שוקולד,שלילית,אדם סיים להישתמש בממרח וזרק אותו לערימה של זבל בצד הדרך,זכר,20-29,רחוב מגורים
98,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,10,03:16:00,כפית חד פעמית,חיובית,אדם השליך את הכפית לפח ליד תחנת אוטובוס,נקבה,20-29,רחוב מגורים
99,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,11,03:20:00,,שלילית,אדם סיים סיגריה וזרק את הבדל לאחר שכיבה לערימת זבל קטנה בצד הדרך,זכר,20-29,רחוב מגורים
100,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,12,03:25:00,חבילת סיגריות,שלילית,אדם תוך כדי נסיעה ברכב השליך חבילת סיגריות לרחוב,זכר,30-49,רחוב מגורים
101,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,13,03:30:00,מקל ארטיק,שלילית,ילד השליך מקל ארטיק באמצע הרחוב,זכר,5-9,רחוב מגורים
102,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,14,03:33:00,קליפת בננה,שלילית,אדם אכל בננה והניח את הקליפה על גדר,נקבה,10-19,רחוב מגורים
103,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,15,03:37:00,עטיפה של חטיף,שלילית,אדם סיים לאכול חטיף וזרק את באמצע הרחוב,זכר,10-19,רחוב מגורים
104,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,16,03:40:00,בקבוק זכוכית של יוגורט,שלילית,אדם זרק בצד הדרך בקבוק יוגורט,נקבה,30-49,רחוב מגורים
105,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,17,03:43:00,שקית קליק,שלילית,אדם אכל בבחת קליק והשליך מהחלון לרחוב את העטיפה,זכר,10-19,רחוב מגורים
106,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,18,03:46:00,בדלי סיגריות,שלילית,אדם ישב על ספסל ועישן כמה סיגריות והשליך את כולם אחד אחרי השני לרחוב,זכר,20-29,רחוב מגורים
107,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,19,03:50:00,חבילת סיגריות,שלילית,אדם השליך חבילת סיגריות מהמרפסת לרחוב,זכר,20-29,רחוב מגורים
108,18,2021-07-12 16:04:53,רמלה,8500,02:32:00,"31.9264101,34.8623619",יהודה שטיין כיכר גיבורי ישראל,רחוב מגורים,20,03:51:00,קופסאת,שלילית,אדם זרק קופסת קרטון לערימה של זבל,זכר,10-19,רחוב מגורים
109,20,2021-07-13 06:40:07,אופקים,31,06:25:00,"31.952062310487037,34.80838267626619",אזור התעשיה,אזור תעשייה,1,10:12:00,שקית,שלילית,זריקה על הריצפה,זכר,30-49,אזור תעשייה
110,20,2021-07-13 06:40:07,אופקים,31,06:25:00,"31.952062310487037,34.80838267626619",אזור התעשיה,אזור תעשייה,2,06:28:00,נייר,חיובית,זריקה לפח,זכר,50-69,אזור תעשייה
111,20,2021-07-13 06:40:07,אופקים,31,06:25:00,"31.952062310487037,34.80838267626619",אזור התעשיה,אזור תעשייה,3,06:29:00,זריקה לפח  בקבוק,חיובית,זריקה לפח,נקבה,30-49,אזור תעשייה
